Transcript_ID,KO_IDs,Pathway_IDs,Reaction_IDs,Module_Descriptions,Module_Groups,Module_Prefixes
NODE_31547_length_1675_cov_319.990160_g14460_i0,"HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]",Fatty acid elongation;Steroid hormone biosynthesis;Biosynthesis of unsaturated fatty acids;Metabolic pathways;Biosynthesis of secondary metabolites;Fatty acid metabolism,"estradiol-17beta:NAD+ 17-oxidoreductase; Estradiol-17beta + NAD+ <=> Estrone + NADH + H+;estradiol-17beta:NADP+ 17-oxidoreductase; Estradiol-17beta + NADP+ <=> Estrone + NADPH + H+;estriol:NAD+ 17-oxidoreductase; Estriol + NAD+ <=> 16alpha-Hydroxyestrone + NADH + H+;estriol:NADP+ 17-oxidoreductase; Estriol + NADP+ <=> 16alpha-Hydroxyestrone + NADPH + H+;3-hydroxyoctadecanoyl-CoA:NADP+ oxidoreductase; 3-Oxostearoyl-CoA + NADPH + H+ <=> 3-Hydroxyoctadecanoyl-CoA + NADP+;11beta,17beta-dihydroxy-4-androsten-3-one:NAD+ 17-oxidoreductase; 11beta,17beta-Dihydroxy-4-androsten-3-one + NAD+ <=> 11beta-Hydroxyandrost-4-ene-3,17-dione + NADH + H+;11beta,17beta-dihydroxy-4-androsten-3-one:NADP+ 17-oxidoreductase; 11beta,17beta-Dihydroxy-4-androsten-3-one + NADP+ <=> 11beta-Hydroxyandrost-4-ene-3,17-dione + NADPH + H+;very-long-chain-(3R)-3-hydroxyacyl-CoA:NADP+ oxidoreductase; Very-long-chain (3R)-3-hydroxyacyl-CoA + NADP+ <=> Very-long-chain 3-oxoacyl-CoA + NADPH + H+","Fatty acid biosynthesis, elongation, endoplasmic reticulum",Fatty acid metabolism,Carbohydrate and lipid metabolism
NODE_31550_length_1675_cov_290.068881_g10165_i1,rnz; ribonuclease Z [EC:3.1.26.11],Nucleocytoplasmic transport,,,,
NODE_31552_length_1675_cov_289.080566_g14461_i0,"NUDT12_13, nudC; NAD+ diphosphatase [EC:3.6.1.22]",Nicotinate and nicotinamide metabolism;Metabolic pathways;Peroxisome,NAD+ phosphohydrolase; NAD+ + H2O <=> AMP + Nicotinamide D-ribonucleotide;deamino-NAD+ nucleotidohydrolase; Deamino-NAD+ + H2O <=> AMP + Nicotinate D-ribonucleotide;NADH phosphohydrolase; NADH + H2O <=> AMP + NMNH,,,
NODE_31558_length_1675_cov_36.638376_g12721_i1,COMT; caffeic acid 3-O-methyltransferase / acetylserotonin O-methyltransferase [EC:2.1.1.68 2.1.1.4],Phenylpropanoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; S-Adenosyl-L-methionine + 5-Hydroxyferulic acid <=> S-Adenosyl-L-homocysteine + Sinapate;S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; S-Adenosyl-L-methionine + Caffeate <=> S-Adenosyl-L-homocysteine + Ferulate;caffeic aldehyde:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; Caffeic aldehyde + S-Adenosyl-L-methionine <=> Coniferyl aldehyde + S-Adenosyl-L-homocysteine;S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; Caffeyl alcohol + S-Adenosyl-L-methionine <=> Coniferyl alcohol + S-Adenosyl-L-homocysteine;S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; 5-Hydroxyconiferaldehyde + S-Adenosyl-L-methionine <=> Sinapoyl aldehyde + S-Adenosyl-L-homocysteine;S-adenosyl-L-methionine:3,4-dihydroxy-trans-cinnamate 3-O-methyltransferase; 5-Hydroxyconiferyl alcohol + S-Adenosyl-L-methionine <=> Sinapyl alcohol + S-Adenosyl-L-homocysteine","Lignin biosynthesis, cinnamate => lignin",Phenylpropanoid and flavonoid biosynthesis,Nucleotide and amino acid metabolism
NODE_31559_length_1675_cov_20.683887_g14464_i0,TGA; transcription factor TGA,Plant hormone signal transduction,,,,
NODE_3155_length_4057_cov_61.260978_g1584_i0,"DPP1, DPPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]",Glycerolipid metabolism;Glycerophospholipid metabolism;Biosynthesis of secondary metabolites,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase; Phosphatidate + H2O <=> 1,2-Diacyl-sn-glycerol + Orthophosphate",,,
NODE_31568_length_1674_cov_280.843692_g14470_i0,SNRPA1; U2 small nuclear ribonucleoprotein A',Spliceosome,,"Spliceosome, U2-snRNP",Spliceosome,Genetic information processing
NODE_31570_length_1674_cov_203.106462_g14471_i0,"E2.3.1.133, HCT; shikimate O-hydroxycinnamoyltransferase [EC:2.3.1.133]","Phenylpropanoid biosynthesis;Flavonoid biosynthesis;Stilbenoid, diarylheptanoid and gingerol biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites","caffeoyl-CoA:quinate O-(3,4-dihydroxycinnamoyl)transferase; Caffeoyl-CoA + Quinate <=> CoA + Chlorogenate;4-coumaroyl-CoA:shikimate O-(hydroxycinnamoyl)transferase; p-Coumaroyl-CoA + Shikimate <=> CoA + 4-Coumaroylshikimate;p-coumaroyl-CoA:quinate hydroxycinnamoyltransferase; p-Coumaroyl-CoA + Quinate <=> CoA + p-Coumaroyl quinic acid;5-O-caffeoylshikimic acid:shikimate hydroxycinnamoyltransferase; 5-O-Caffeoylshikimic acid + CoA <=> Caffeoyl-CoA + Shikimate","Lignin biosynthesis, cinnamate => lignin",Phenylpropanoid and flavonoid biosynthesis,Nucleotide and amino acid metabolism
NODE_31571_length_1674_cov_192.435692_g14472_i0,pel; pectate lyase [EC:4.2.2.2],Pentose and glucuronate interconversions;Quorum sensing,(1->4)-alpha-D-galacturonan reducing-end-disaccharide-lyase; Pectate <=> 4-(4-Deoxy-alpha-D-gluc-4-enuronosyl)-D-galacturonate + Pectate;Pectic acid(n+2) <=> G10113 + Pectic acid(n),,,
NODE_31572_length_1674_cov_147.132308_g7959_i2,UGT74B1; N-hydroxythioamide S-beta-glucosyltransferase [EC:2.4.1.195];SGT1; pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-],Tryptophan metabolism;Glucosinolate biosynthesis;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism,UDPglucose:thiohydroximate S-beta-D-glucosyltransferase; UDP-glucose + Phenylacetothiohydroximate <=> UDP + Desulfoglucotropeolin;UDP-glucose:N-hydroxy-2-phenylethanethioamide S-beta-D-glucosyltransferase; Indolylmethylthiohydroximate + UDP-glucose <=> Indolylmethyl-desulfoglucosinolate + UDP;UDP-glucose:4-methylthiobutylthiohydroximate S-beta-D-glucosyltransferase; 4-Methylthiobutylthiohydroximate + UDP-glucose <=> 3-Methylthiopropyl-desulfoglucosinolate + UDP,"Glucosinolate biosynthesis, tryptophan => glucobrassicin",Alkaloid and other secondary metabolite biosynthesis,Nucleotide and amino acid metabolism
NODE_31573_length_1674_cov_139.873846_g14473_i0,RCL1; RNA 3'-terminal phosphate cyclase-like protein,Ribosome biogenesis in eukaryotes,,,,
NODE_31578_length_1674_cov_49.220923_g14474_i0,IST1; vacuolar protein sorting-associated protein IST1,Endocytosis,,,,
NODE_31588_length_1674_cov_3.634462_g14481_i0,TRRAP; transformation/transcription domain-associated protein,Human T-cell leukemia virus 1 infection,,,,
NODE_3158_length_4056_cov_84.456451_g333_i2,"SMG7, EST1C; protein SMG7",mRNA surveillance pathway,,,,
NODE_31591_length_1673_cov_432.737685_g14482_i0,E2.4.1.91; flavonol 3-O-glucosyltransferase [EC:2.4.1.91];BZ1; anthocyanidin 3-O-glucosyltransferase [EC:2.4.1.115];UGT78D1; flavonol-3-O-rhamnosyltransferase [EC:2.4.1.-],Anthocyanin biosynthesis;Flavone and flavonol biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,UDPglucose:flavonol 3-O-D-glucosyltransferase; UDP-glucose + Quercetin <=> UDP + Isoquercitrin;UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Pelargonidin + UDP-glucose <=> Pelargonidin 3-O-glucoside + UDP;UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Cyanidin + UDP-glucose <=> Cyanidin 3-O-glucoside + UDP;UDP-glucose:anthocyanidin 3-O-D-glucosyltransferase; Delphinidin + UDP-glucose <=> Delphinidin 3-O-glucoside + UDP;UDPglucose:flavonol 3-O-D-glucosyltransferase; Kaempferol + UDP-glucose <=> Kaempferol 3-O-glucoside + UDP;UDP-L-rhamnose:kaempferol 3-O-rhamnosyltransferase; Kaempferol + UDP-L-rhamnose <=> Afzelin + UDP;UDP-L-rhamnose:quercetin 3-O-rhamnosyltransferase; Quercetin + UDP-L-rhamnose <=> Quercitrin + UDP,,,
NODE_3159_length_4056_cov_56.718493_g1586_i0,"SMARCA5, SNF2H, ISWI; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:5.6.2.-]",,,,,
NODE_31612_length_1673_cov_56.927340_g14488_i0,"SLC35B3, PAPST2; solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B3",,,,,
NODE_31630_length_1672_cov_296.491682_g14495_i0,PNN; pinin,Nucleocytoplasmic transport;mRNA surveillance pathway,,Exon junction complex (EJC),RNA processing,Genetic information processing
NODE_31631_length_1672_cov_259.850893_g14496_i0,NXN; nucleoredoxin [EC:1.8.1.8],,,,,
NODE_31636_length_1672_cov_136.554529_g11213_i3,E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65],Vitamin B6 metabolism;Metabolic pathways;Microbial metabolism in diverse environments,pyridoxine:NADP+ 4-oxidoreductase; Pyridoxine + NADP+ <=> Pyridoxal + NADPH + H+,,,
NODE_31637_length_1672_cov_135.083179_g13250_i1,"rocF, arg; arginase [EC:3.5.3.1]",Arginine biosynthesis;Arginine and proline metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;map01130;Biosynthesis of amino acids;Amoebiasis,L-arginine amidinohydrolase; L-Arginine + H2O <=> L-Ornithine + Urea,"Urea cycle;Polyamine biosynthesis, arginine => ornithine => putrescine",Arginine and proline metabolism;Polyamine biosynthesis,Nucleotide and amino acid metabolism;Nucleotide and amino acid metabolism
NODE_31647_length_1672_cov_10.521873_g14503_i0,E5.1.3.15; glucose-6-phosphate 1-epimerase [EC:5.1.3.15],Glycolysis / Gluconeogenesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;map01130,alpha-D-glucose 6-phosphate ketol-isomerase; alpha-D-Glucose 6-phosphate <=> beta-D-Glucose 6-phosphate,,,
NODE_31649_length_1672_cov_8.941466_g14504_i0,"MDN1, REA1; midasin",Ribosome biogenesis in eukaryotes,,,,
NODE_31656_length_1671_cov_216.340937_g6171_i1,PEX3; peroxin-3,Peroxisome,,,,
NODE_31663_length_1671_cov_126.175092_g4097_i3,TMK; receptor protein kinase TMK [EC:2.7.11.1],,,,,
NODE_31664_length_1671_cov_125.603576_g13456_i1,IAA; auxin-responsive protein IAA,Plant hormone signal transduction,,,,
NODE_3166_length_4054_cov_303.013233_g1441_i1,"UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Ubiquitin mediated proteolysis;Parkinson disease,,,,
NODE_31671_length_1671_cov_44.506165_g14513_i0,LIPA; lysosomal acid lipase/cholesteryl ester hydrolase [EC:3.1.1.13],Steroid biosynthesis;Lysosome;Cholesterol metabolism,cholesterol ester acylhydrolase; Cholesterol ester + H2O <=> Cholesterol + Fatty acid,,,
NODE_31676_length_1671_cov_8.871763_g14516_i0,HHT1; omega-hydroxypalmitate O-feruloyl transferase [EC:2.3.1.188],"Cutin, suberine and wax biosynthesis",feruloyl-CoA:16-hydroxypalmitate feruloyltransferase; Feruloyl-CoA + 16-Hydroxypalmitate <=> CoA + 16-Feruloyloxypalmitate,,,
NODE_31678_length_1670_cov_345.993831_g5044_i2,"CAB39, MO25; calcium binding protein 39",mTOR signaling pathway;AMPK signaling pathway,,,,
NODE_31683_length_1670_cov_121.541024_g14518_i0,PEP4; saccharopepsin [EC:3.4.23.25],Autophagy - yeast,,,,
NODE_31689_length_1670_cov_45.288094_g8849_i1,PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89],Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;Metabolic pathways,G00143 + H2O <=> G00144 + Acetate,"GPI-anchor biosynthesis, core oligosaccharide",Glycan metabolism,Carbohydrate and lipid metabolism
NODE_31695_length_1670_cov_9.545342_g14521_i0,CYP26A; cytochrome P450 family 26 subfamily A [EC:1.14.14.-],Retinol metabolism;Metabolic pathways,Retinoate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> all-trans-18-Hydroxyretinoic acid + [Oxidized NADPH---hemoprotein reductase] + H2O;Retinoate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> all-trans-4-Hydroxyretinoic acid + [Oxidized NADPH---hemoprotein reductase] + H2O,,,
NODE_31699_length_1669_cov_13269.404321_g7180_i3,psbO; photosystem II oxygen-evolving enhancer protein 1,Photosynthesis;Metabolic pathways,,,,
NODE_316_length_6837_cov_63.279906_g146_i0,THOC2; THO complex subunit 2,Nucleocytoplasmic transport;Spliceosome,,THC complex;TREX complex,RNA processing;RNA processing,Genetic information processing;Genetic information processing
NODE_31703_length_1669_cov_607.843210_g7907_i1,RAB7A; Ras-related protein Rab-7A,Mitophagy - animal;Autophagy - yeast;Autophagy - animal;Endocytosis;Phagosome;Salmonella infection;Amoebiasis;Tuberculosis,,,,
NODE_31704_length_1669_cov_518.466667_g14525_i0,"RGP, UTM; reversibly glycosylated polypeptide / UDP-arabinopyranose mutase [EC:2.4.1.- 5.4.99.30]",Amino sugar and nucleotide sugar metabolism,UDP-L-arabinopyranose furanomutase; UDP-L-arabinose <=> UDP-L-arabinofuranose,,,
NODE_31709_length_1669_cov_270.566049_g9741_i2,GI; GIGANTEA,Circadian rhythm - plant,,,,
NODE_31714_length_1669_cov_125.742593_g14529_i0,PEP4; saccharopepsin [EC:3.4.23.25],Autophagy - yeast,,,,
NODE_3171_length_4054_cov_13.056679_g1591_i0,"K16276, BTS; zinc finger protein-like protein",,,,,
NODE_31723_length_1669_cov_71.870988_g12892_i1,"NUPL2, NUP42, CG1; nucleoporin-like protein 2",Nucleocytoplasmic transport,,Nuclear pore complex,RNA processing,Genetic information processing
NODE_31724_length_1669_cov_64.991358_g1807_i2,TDP2; tyrosyl-DNA phosphodiesterase 2 [EC:3.1.4.-],,,,,
NODE_31747_length_1668_cov_188.606547_g14548_i0,"DHDDS, RER2, SRT1; ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]",Terpenoid backbone biosynthesis;Biosynthesis of secondary metabolites,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate cistransferase (adding 10-55 isopentenyl units); trans,trans-Farnesyl diphosphate + n Isopentenyl diphosphate <=> ditrans,polycis-Polyprenyl diphosphate + n Diphosphate",,,
NODE_31749_length_1668_cov_149.087091_g14550_i0,"IRX9; putative beta-1,4-xylosyltransferase IRX9 [EC:2.4.2.-]",,,,,
NODE_3174_length_4052_cov_38.474394_g1594_i0,"KDM1A, AOF2, LSD1; [histone H3]-N6,N6-dimethyl-L-lysine4 FAD-dependent demethylase [EC:1.14.99.66]",Thermogenesis,,,,
NODE_31753_length_1668_cov_108.407041_g14551_i0,PEP4; saccharopepsin [EC:3.4.23.25],Autophagy - yeast,,,,
NODE_31754_length_1668_cov_101.130327_g13075_i1,EIF2B1; translation initiation factor eIF-2B subunit alpha,Nucleocytoplasmic transport,,,,
NODE_31760_length_1668_cov_77.069796_g14557_i0,"FUT13, FucTC; alpha-1,4-fucosyltransferase [EC:2.4.1.65]",Various types of N-glycan biosynthesis;Metabolic pathways,,,,
NODE_31765_length_1668_cov_57.112415_g14561_i0,SPOP; speckle-type POZ protein,Hedgehog signaling pathway;Hedgehog signaling pathway - fly,,Cul3-SPOP complex,Ubiquitin system,Genetic information processing
NODE_31768_length_1668_cov_44.557134_g14563_i0,PTC2_3; protein phosphatase PTC2/3 [EC:3.1.3.16],,,,,
NODE_3176_length_4051_cov_361.840080_g940_i2,PHOT; phototropin [EC:2.7.11.1],,,,,
NODE_31774_length_1668_cov_5.844966_g14568_i0,K22395; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195],Phenylpropanoid biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,coniferyl alcohol:NADP+ oxidoreductase; Coniferyl alcohol + NADP+ <=> Coniferyl aldehyde + NADPH + H+;sinapyl alcohol:NADP+ oxidoreductase; Sinapyl alcohol + NADP+ <=> Sinapoyl aldehyde + NADPH + H+;cinnamyl-alcohol:NADP+ oxidoreductase; 5-Hydroxyconiferaldehyde + NADPH + H+ <=> 5-Hydroxyconiferyl alcohol + NADP+;4-coumaryl alcohol:NADP+ oxidoreductase; 4-Hydroxycinnamyl aldehyde + NADPH + H+ <=> 4-Coumaryl alcohol + NADP+,,,
NODE_31778_length_1667_cov_789.960445_g11924_i5,"ACTF; actin, other eukaryote",,,,,
NODE_31786_length_1667_cov_191.399876_g14570_i0,BZR1_2; brassinosteroid resistant 1/2,Plant hormone signal transduction,,,,
NODE_3178_length_4051_cov_99.279860_g473_i3,"NAA35, MAK10; N-alpha-acetyltransferase 35, NatC auxiliary subunit",,,,,
NODE_31799_length_1667_cov_29.733004_g13718_i1,XRCC4; DNA-repair protein XRCC4,Non-homologous end-joining,,,,
NODE_31802_length_1667_cov_13.173053_g14578_i0,CYP735A; cytokinin trans-hydroxylase;CYP709; cytochrome P450 family 709,Zeatin biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites,"isopentenyladenosine-5'-triphosphate,NADPH---hemoprotein reductase:oxygen oxidoreductase (trans-zeatin-riboside-triphosphate-forming); Isopentenyladenosine-5'-triphosphate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> trans-Zeatin riboside triphosphate + [Oxidized NADPH---hemoprotein reductase] + H2O;isopentenyladenosine-5'-diphosphate,NADPH---hemoprotein reductase:oxygen oxidoreductase (trans-zeatin-riboside-diphosphate-forming); Isopentenyladenosine-5'-diphosphate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> trans-Zeatin riboside diphosphate + [Oxidized NADPH---hemoprotein reductase] + H2O;isopentenyladenosine-5'-monophosphate,NADPH---hemoprotein reductase:oxygen oxidoreductase (trans-zeatin-riboside-monophosphate-forming); N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate + [Reduced NADPH---hemoprotein reductase] + Oxygen <=> trans-Zeatin riboside monophosphate + [Oxidized NADPH---hemoprotein reductase] + H2O",,,
NODE_31806_length_1666_cov_3222.564007_g14581_i0,MDH1; malate dehydrogenase [EC:1.1.1.37],Citrate cycle (TCA cycle);Cysteine and methionine metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon fixation by Calvin cycle;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;map01130;Carbon metabolism;Proximal tubule bicarbonate reclamation,(S)-malate:NAD+ oxidoreductase; (S)-Malate + NAD+ <=> Oxaloacetate + NADH + H+;(2R)-3-sulfolactate:NAD+ oxidoreductase; (2R)-3-Sulfolactate + NAD+ <=> 3-Sulfopyruvate + NADH + H+,"Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate;Glyoxylate cycle;CAM (Crassulacean acid metabolism), dark;C4-dicarboxylic acid cycle, NAD+ -malic enzyme type",Central carbohydrate metabolism;Central carbohydrate metabolism;Other carbohydrate metabolism;Carbon fixation;Carbon fixation,Carbohydrate and lipid metabolism;Carbohydrate and lipid metabolism;Carbohydrate and lipid metabolism;Energy metabolism;Energy metabolism
NODE_31809_length_1666_cov_929.325294_g12769_i2,"RP-LP0, RPLP0; large subunit ribosomal protein LP0",Ribosome,,"Ribosome, eukaryotes",Ribosome,Genetic information processing
NODE_31811_length_1666_cov_341.522573_g14582_i0,argE; acetylornithine deacetylase [EC:3.5.1.16],Arginine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;map01130;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,N2-acetyl-L-ornithine amidohydrolase; N-Acetylornithine + H2O <=> Acetate + L-Ornithine;N-acetyl-L-citrulline amidohydrolase; N-Acetyl-L-citrulline + H2O <=> Acetate + L-Citrulline,"Ornithine biosynthesis, glutamate => ornithine;M00845",Arginine and proline metabolism;,Nucleotide and amino acid metabolism;
NODE_31814_length_1666_cov_188.336425_g14585_i0,"PARVUS, GLZ1, GATL1; probable galacturonosyltransferase-like 1 [EC:2.4.1.-]",,,,,
NODE_3181_length_4051_cov_61.303848_g1597_i0,PUM; pumilio RNA-binding family,,,,,
NODE_31829_length_1666_cov_21.824366_g10472_i1,CAMKMT; calmodulin-lysine N-methyltransferase [EC:2.1.1.60],Lysine degradation,"Protein lysine + S-Adenosyl-L-methionine <=> Protein N6-methyl-L-lysine + S-Adenosyl-L-homocysteine;S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase; S-Adenosyl-L-methionine + Protein N6-methyl-L-lysine <=> S-Adenosyl-L-homocysteine + Protein N6,N6-dimethyl-L-lysine;S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase; S-Adenosyl-L-methionine + Protein N6,N6-dimethyl-L-lysine <=> S-Adenosyl-L-homocysteine + Protein N6,N6,N6-trimethyl-L-lysine",,,
NODE_31832_length_1666_cov_3.197897_g14591_i0,"DPH6; diphthine-ammonia ligase [EC:6.3.1.14];PDE9; high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35];HCS1; DNA polymerase alpha-associated DNA helicase A [EC:5.6.2.3]",Purine metabolism,"guanosine 3',5'-cyclic phosphate 5'-nucleotidohydrolase; 3',5'-Cyclic GMP + H2O <=> GMP;diphthine:ammonia ligase (AMP-forming); ATP + Peptide diphthine + Ammonia + H+ <=> AMP + Diphosphate + Peptide diphthamide",,,
NODE_31834_length_1665_cov_461.798267_g14592_i0,IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41],Citrate cycle (TCA cycle);Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;map01130;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids,isocitrate:NAD+ oxidoreductase (decarboxylating); Isocitrate + NAD+ <=> 2-Oxoglutarate + CO2 + NADH + H+,"Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate",Central carbohydrate metabolism;Central carbohydrate metabolism,Carbohydrate and lipid metabolism;Carbohydrate and lipid metabolism
NODE_31835_length_1665_cov_274.855817_g7848_i1,CAF16; CCR4-NOT complex subunit CAF16,RNA degradation,,,,
NODE_31837_length_1665_cov_202.768564_g13764_i1,EREBP; EREBP-like factor,,,,,
