Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_40602_length_1370_cov_4.916730_g18563_i0,ko:K00083,"ko00940,ko01100,ko01110,map00940,map01100,map01110",M00039,"R02593,R03918,R06570,R06571,R07437"
NODE_4060_length_3801_cov_60.850480_g910_i2,ko:K02335,"ko00230,ko00240,ko01100,ko03030,ko03410,ko03420,ko03440,map00230,map00240,map01100,map03030,map03410,map03420,map03440",,"R00375,R00376,R00377,R00378"
NODE_40623_length_1369_cov_56.761364_g18571_i0,ko:K00430,"ko00940,ko01100,ko01110,map00940,map01100,map01110",,"R00602,R02596,R03919,R04007,R07443"
NODE_40637_length_1368_cov_431.130402_g10586_i3,ko:K03029,"ko03050,ko05169,map03050,map05169",M00341,
NODE_40640_length_1368_cov_265.058378_g18581_i0,ko:K07904,"ko04144,ko04961,ko04962,ko04972,map04144,map04961,map04962,map04972",,
NODE_40641_length_1368_cov_214.753601_g5442_i2,ko:K02206,"ko04068,ko04110,ko04114,ko04115,ko04151,ko04218,ko04914,ko04934,ko05161,ko05162,ko05165,ko05168,ko05169,ko05200,ko05203,ko05215,ko05222,ko05226,map04068,map04110,map04114,map04115,map04151,map04218,map04914,map04934,map05161,map05162,map05165,map05168,map05169,map05200,map05203,map05215,map05222,map05226","M00692,M00693",
NODE_40649_length_1368_cov_55.624716_g18584_i0,ko:K06268,"ko04010,ko04020,ko04022,ko04114,ko04218,ko04310,ko04360,ko04370,ko04380,ko04650,ko04658,ko04659,ko04660,ko04662,ko04720,ko04724,ko04921,ko04922,ko04924,ko05010,ko05014,ko05031,ko05152,ko05166,ko05167,map04010,map04020,map04022,map04114,map04218,map04310,map04360,map04370,map04380,map04650,map04658,map04659,map04660,map04662,map04720,map04724,map04921,map04922,map04924,map05010,map05014,map05031,map05152,map05166,map05167",,
NODE_4064_length_3800_cov_117.840309_g2032_i0,ko:K12400,"ko04142,map04142",,
NODE_40663_length_1368_cov_2.782411_g18592_i0,ko:K03363,"ko04110,ko04111,ko04113,ko04114,ko04120,ko05166,ko05203,map04110,map04111,map04113,map04114,map04120,map05166,map05203",M00389,
NODE_40668_length_1367_cov_244.990895_g18594_i0,ko:K09841,"ko00906,ko01100,ko01110,map00906,map01100,map01110",M00372,R06954
NODE_4066_length_3799_cov_641.546400_g2034_i0,ko:K01897,"ko00061,ko00071,ko01100,ko01212,ko02024,ko03320,ko04146,ko04216,ko04714,ko04920,map00061,map00071,map01100,map01212,map02024,map03320,map04146,map04216,map04714,map04920",M00086,R01280
NODE_40674_length_1367_cov_57.535660_g8492_i3,ko:K06133,"ko00770,map00770",,R01625
NODE_4067_length_3799_cov_238.894133_g2035_i0,ko:K20715,,,
NODE_40699_length_1366_cov_151.172361_g1113_i7,ko:K00705,"ko00500,ko01100,map00500,map01100",,R05196
NODE_40707_length_1366_cov_122.118451_g15602_i1,ko:K07152,,,
NODE_40730_length_1366_cov_4.242976_g18620_i0,ko:K00511,"ko00100,ko00909,ko01100,ko01110,ko01130,map00100,map00909,map01100,map01110,map01130",,R02874
NODE_40736_length_1365_cov_455.257599_g18625_i0,ko:K21888,"ko00053,ko00480,ko01100,map00053,map00480,map01100",,"R01108,R03522"
NODE_40740_length_1365_cov_193.073708_g18628_i0,ko:K08360,,,
NODE_40746_length_1365_cov_94.243161_g18630_i0,ko:K10268,,,
NODE_40748_length_1365_cov_70.185410_g18632_i0,ko:K14773,,,
NODE_40752_length_1365_cov_58.041793_g18634_i0,ko:K15032,,,
NODE_40769_length_1364_cov_565.645627_g18050_i1,ko:K10144,"ko04115,ko04120,ko05162,map04115,map04120,map05162",,
NODE_40772_length_1364_cov_324.847909_g18642_i0,ko:K12623,"ko03018,ko03040,map03018,map03040","M00354,M00396,M00397",
NODE_40773_length_1364_cov_314.253232_g14400_i1,ko:K04507,"ko04310,map04310",,
NODE_40775_length_1364_cov_252.221293_g14792_i2,ko:K15296,"ko04138,ko04721,map04138,map04721",,
NODE_40777_length_1364_cov_164.504183_g18643_i0,ko:K08517,"ko04130,ko04145,ko05134,map04130,map04145,map05134",,
NODE_40796_length_1363_cov_424.433029_g15636_i3,ko:K00799,"ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_40798_length_1363_cov_329.266362_g12563_i2,ko:K15161,,,
NODE_40803_length_1363_cov_191.735160_g18655_i0,ko:K11876,,,
NODE_40804_length_1363_cov_187.036530_g7583_i1,ko:K12898,,,
NODE_40807_length_1363_cov_124.636225_g18658_i0,ko:K09260,"ko04013,ko04022,ko04371,ko05418,map04013,map04022,map04371,map05418",,
NODE_40808_length_1363_cov_93.258752_g18659_i0,ko:K18674,,,
NODE_40815_length_1363_cov_26.966514_g18665_i0,"ko:K06682,ko:K07976","ko04111,map04111",,
NODE_40821_length_1363_cov_14.837139_g18667_i0,ko:K04125,"ko00904,ko01110,map00904,map01110",,"R03008,R03809,R06337,R06338"
NODE_40848_length_1362_cov_21.668698_g18679_i0,ko:K06268,"ko04010,ko04020,ko04022,ko04114,ko04218,ko04310,ko04360,ko04370,ko04380,ko04650,ko04658,ko04659,ko04660,ko04662,ko04720,ko04724,ko04921,ko04922,ko04924,ko05010,ko05014,ko05031,ko05152,ko05166,ko05167,map04010,map04020,map04022,map04114,map04218,map04310,map04360,map04370,map04380,map04650,map04658,map04659,map04660,map04662,map04720,map04724,map04921,map04922,map04924,map05010,map05014,map05031,map05152,map05166,map05167",,
NODE_40853_length_1362_cov_13.343488_g18681_i0,ko:K11339,,,
NODE_40854_length_1362_cov_7.281036_g18682_i0,ko:K10663,,,
NODE_40855_length_1362_cov_6.458492_g18683_i0,ko:K18753,"ko04218,map04218",,
NODE_40865_length_1361_cov_220.812500_g15273_i1,ko:K19939,,,
NODE_40871_length_1361_cov_127.125762_g11803_i1,ko:K09875,,,
NODE_40877_length_1361_cov_45.652439_g18691_i0,ko:K01183,"ko00520,ko01100,map00520,map01100",,"R01206,R02334"
NODE_40879_length_1361_cov_37.419207_g18692_i0,ko:K09422,,,
NODE_40882_length_1361_cov_23.881860_g16297_i1,ko:K01850,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230","M00024,M00025",R01715
NODE_40886_length_1361_cov_11.483994_g18694_i0,ko:K13945,,,
NODE_40891_length_1361_cov_4.555640_g18698_i0,ko:K09490,"ko03060,ko04141,ko04918,ko05020,map03060,map04141,map04918,map05020",,
NODE_40893_length_1361_cov_3.814024_g18700_i0,ko:K09840,"ko00906,ko01100,ko01110,map00906,map01100,map01110",M00372,"R06952,R06953,R09682"
NODE_40898_length_1360_cov_1218.349352_g18704_i0,"ko:K08002,ko:K08006",,,
NODE_40902_length_1360_cov_343.228833_g16986_i1,ko:K06700,"ko03050,map03050",,
NODE_40904_length_1360_cov_233.548436_g16433_i1,ko:K07760,,M00693,
NODE_40905_length_1360_cov_190.457666_g18705_i0,ko:K10666,"ko04141,map04141",,
NODE_40907_length_1360_cov_183.885584_g18706_i0,ko:K07052,,,
NODE_40911_length_1360_cov_149.715484_g16954_i1,ko:K04564,"ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016",,
NODE_40923_length_1359_cov_403.906870_g17218_i1,ko:K14484,"ko04075,map04075",,
NODE_40932_length_1359_cov_152.595420_g18716_i0,ko:K14496,"ko04016,ko04075,map04016,map04075",,
NODE_40935_length_1359_cov_134.451145_g11172_i3,ko:K12839,"ko03040,map03040",,
NODE_40938_length_1359_cov_93.521374_g17235_i1,ko:K00432,"ko00480,ko00590,ko04918,map00480,map00590,map04918",,"R00274,R07034,R07035"
NODE_40939_length_1359_cov_85.380916_g5929_i1,ko:K01674,"ko00910,map00910",,"R00132,R10092"
NODE_40946_length_1359_cov_45.674809_g18718_i0,ko:K07442,,,
NODE_40951_length_1359_cov_3.077863_g18722_i0,ko:K20924,,,
NODE_40956_length_1358_cov_1819.848739_g1878_i1,ko:K02997,"ko03010,map03010",M00177,
NODE_40961_length_1358_cov_184.019099_g18729_i0,ko:K08066,"ko04612,ko05152,map04612,map05152",,
NODE_40972_length_1358_cov_30.135218_g18732_i0,ko:K08827,,,
NODE_40980_length_1358_cov_7.739496_g18738_i0,ko:K09866,"ko04962,ko04976,map04962,map04976",,
NODE_40986_length_1357_cov_3154.053517_g14368_i2,ko:K02437,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01221
NODE_40987_length_1357_cov_1102.438073_g18743_i0,ko:K02183,"ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_40989_length_1357_cov_536.342508_g11512_i2,ko:K07874,"ko05134,map05134",,
NODE_40995_length_1357_cov_170.274465_g18746_i0,ko:K06630,"ko04011,ko04110,ko04114,ko04151,ko04390,ko04391,ko04722,ko05169,ko05203,map04011,map04110,map04114,map04151,map04390,map04391,map04722,map05169,map05203",,
NODE_409_length_6546_cov_98.920733_g148_i1,ko:K00888,"ko00562,ko01100,ko04011,ko04070,map00562,map01100,map04011,map04070",M00130,R03361
NODE_41002_length_1357_cov_46.158257_g18749_i0,"ko:K08695,ko:K21102","ko00941,ko01110,map00941,map01110",,"R06541,R06542,R06543"
NODE_41004_length_1357_cov_43.140673_g18751_i0,ko:K15919,"ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,R01388
NODE_41007_length_1357_cov_32.652905_g18753_i0,ko:K01493,"ko00240,ko01100,map00240,map01100",M00429,R01663
NODE_41016_length_1357_cov_7.597859_g18758_i0,ko:K03921,"ko00061,ko01040,ko01212,map00061,map01040,map01212",,"R03370,R08161,R11108,R11109"
NODE_41018_length_1357_cov_6.658257_g18760_i0,ko:K19355,"ko00051,map00051",,R01332
NODE_41020_length_1357_cov_4.980887_g18762_i0,ko:K19613,"ko04014,map04014",,
NODE_41026_length_1356_cov_906.645754_g18765_i0,ko:K14496,"ko04016,ko04075,map04016,map04075",,
NODE_41027_length_1356_cov_612.990819_g16494_i2,ko:K02985,"ko03010,map03010",M00177,
NODE_41043_length_1356_cov_39.904361_g18771_i0,ko:K02537,"ko04110,ko04111,ko04113,ko04114,ko04914,ko05166,map04110,map04111,map04113,map04114,map04914,map05166",,
NODE_41051_length_1356_cov_15.192808_g18774_i0,ko:K12471,"ko04144,map04144",,
NODE_41058_length_1355_cov_341.575038_g18778_i0,ko:K03100,"ko02024,ko03060,map02024,map03060",,
NODE_4105_length_3789_cov_163.078342_g2056_i0,ko:K14319,"ko03013,map03013",M00427,
NODE_41064_length_1355_cov_234.909648_g18779_i0,ko:K03671,"ko04621,ko05418,map04621,map05418",,
NODE_41065_length_1355_cov_185.733538_g11457_i3,ko:K17345,,,
NODE_41068_length_1355_cov_145.492343_g16086_i1,ko:K17506,,,
NODE_41069_length_1355_cov_134.820827_g18782_i0,ko:K01462,,,
NODE_41070_length_1355_cov_94.578867_g18783_i0,"ko:K02969,ko:K10669","ko03010,map03010",M00177,
NODE_41088_length_1354_cov_907.743295_g628_i2,ko:K11294,"ko05130,map05130",,
NODE_41089_length_1354_cov_566.649808_g18794_i0,ko:K09264,,,
NODE_41103_length_1354_cov_61.053640_g17352_i1,ko:K19828,,,
NODE_41105_length_1354_cov_55.318774_g18800_i0,ko:K08493,"ko04130,ko04138,map04130,map04138",,
NODE_41113_length_1354_cov_18.123372_g18804_i0,ko:K01792,"ko00010,ko01100,ko01110,ko01120,ko01130,map00010,map01100,map01110,map01120,map01130",,R02739
NODE_41114_length_1354_cov_14.255172_g18805_i0,ko:K01658,"ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986"
NODE_41125_length_1353_cov_3721.322086_g15073_i3,ko:K08235,,,
NODE_41130_length_1353_cov_556.654908_g18815_i0,ko:K19995,,,
NODE_4113_length_3786_cov_205.859781_g1782_i1,ko:K05349,"ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",,"R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040"
NODE_41152_length_1352_cov_6038.356101_g13555_i1,ko:K02701,"ko00195,ko01100,map00195,map01100",,
NODE_41153_length_1352_cov_1177.860322_g18825_i0,ko:K06995,,,
NODE_41156_length_1352_cov_592.256332_g13240_i1,ko:K03189,,,
NODE_41157_length_1352_cov_573.423638_g18827_i0,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099"
NODE_41166_length_1352_cov_153.042978_g7776_i2,ko:K15128,,,
NODE_41172_length_1352_cov_50.392939_g18834_i0,ko:K09264,,,
NODE_41177_length_1352_cov_13.816577_g18109_i1,ko:K00472,"ko00330,ko01100,map00330,map01100",,R01252
NODE_4117_length_3785_cov_163.039615_g2063_i0,ko:K01640,"ko00072,ko00280,ko00281,ko00650,ko01100,ko04146,map00072,map00280,map00281,map00650,map01100,map04146","M00036,M00088","R01360,R08090"
NODE_41180_length_1352_cov_7.237145_g18838_i0,ko:K13449,"ko04016,ko04075,ko04626,map04016,map04075,map04626",,
NODE_41184_length_1351_cov_1834.649002_g18842_i0,ko:K00588,"ko00360,ko00940,ko00941,ko00945,ko01100,ko01110,map00360,map00940,map00941,map00945,map01100,map01110","M00039,M00350","R01942,R06578"
NODE_41185_length_1351_cov_1355.988479_g18843_i0,ko:K00434,"ko00053,ko00480,map00053,map00480",,R00644
NODE_41209_length_1351_cov_34.160522_g15579_i1,ko:K12606,"ko03018,map03018",,
NODE_41218_length_1351_cov_7.305684_g18860_i0,ko:K01611,"ko00270,ko00330,ko01100,map00270,map00330,map01100","M00034,M00133",R00178
NODE_41227_length_1350_cov_324.058417_g12131_i2,ko:K18587,,,
NODE_41229_length_1350_cov_171.076095_g18865_i0,ko:K03264,"ko03008,map03008",,
NODE_41238_length_1350_cov_95.574942_g14531_i2,ko:K10808,"ko00230,ko00240,ko00480,ko00983,ko01100,ko04115,map00230,map00240,map00480,map00983,map01100,map04115",M00053,"R02017,R02019,R02024,R08363,R08364,R11893"
NODE_41239_length_1350_cov_88.370484_g18868_i0,ko:K09422,,,
NODE_41242_length_1350_cov_76.837817_g17336_i1,"ko:K02537,ko:K13728","ko04110,ko04111,ko04113,ko04114,ko04914,ko05100,ko05131,ko05166,map04110,map04111,map04113,map04114,map04914,map05100,map05131,map05166",M00293,
NODE_41255_length_1350_cov_4.459646_g18874_i0,ko:K11982,,,
NODE_41260_length_1349_cov_505.700769_g18878_i0,ko:K16282,,,
NODE_41262_length_1349_cov_378.703077_g11674_i1,ko:K06195,,,
NODE_41263_length_1349_cov_305.009231_g18879_i0,ko:K13115,,,
NODE_41264_length_1349_cov_280.356923_g13140_i2,ko:K01673,"ko00910,map00910",,"R00132,R10092"
NODE_41276_length_1349_cov_55.720769_g18883_i0,"ko:K10258,ko:K12343","ko00062,ko00140,ko01040,ko01110,ko01212,map00062,map00140,map01040,map01110,map01212",M00415,"R02208,R02497,R07761,R08954,R09449,R10242,R10828"
NODE_41285_length_1349_cov_15.245385_g18887_i0,ko:K20352,,,
NODE_41293_length_1348_cov_652.571978_g18893_i0,ko:K00235,"ko00020,ko00190,ko01100,ko01110,ko01120,ko01130,ko01200,ko04714,ko04932,ko05010,ko05012,ko05016,map00020,map00190,map01100,map01110,map01120,map01130,map01200,map04714,map04932,map05010,map05012,map05016","M00009,M00011,M00148",R02164
NODE_41296_length_1348_cov_311.434180_g14738_i1,ko:K04712,"ko00600,ko01100,ko04071,map00600,map01100,map04071","M00094,M00099",R06519
NODE_41297_length_1348_cov_298.972286_g5745_i3,ko:K07901,"ko04144,ko04152,ko04530,ko04972,map04144,map04152,map04530,map04972",,
NODE_41298_length_1348_cov_257.674365_g18896_i0,"ko:K02947,ko:K09422","ko03010,map03010",M00177,
NODE_4129_length_3782_cov_244.058130_g2069_i0,ko:K03032,"ko03050,ko05169,map03050,map05169",M00341,
NODE_41301_length_1348_cov_185.197844_g16890_i1,ko:K22374,,,
NODE_41308_length_1348_cov_107.189376_g18900_i0,ko:K18787,,,
NODE_41311_length_1348_cov_56.857583_g3314_i1,ko:K12486,"ko04144,map04144",,
NODE_41319_length_1348_cov_21.856043_g18909_i0,ko:K03517,"ko00760,ko01100,map00760,map01100",M00115,R04292
NODE_41335_length_1347_cov_223.895994_g17725_i1,ko:K08495,"ko04130,map04130",,
NODE_41336_length_1347_cov_207.132512_g18919_i0,ko:K01785,"ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130",M00632,"R01602,R10619"
NODE_41338_length_1347_cov_187.731895_g18920_i0,ko:K22312,,,
NODE_41342_length_1347_cov_92.128659_g18921_i0,ko:K17427,,,
NODE_41349_length_1347_cov_63.383667_g18922_i0,ko:K20607,"ko04016,ko05418,map04016,map05418",,
NODE_41354_length_1347_cov_17.320493_g18925_i0,ko:K00472,"ko00330,ko01100,map00330,map01100",,R01252
NODE_41357_length_1347_cov_7.259630_g18928_i0,ko:K21373,,,
NODE_41363_length_1346_cov_930.953739_g10210_i1,ko:K01365,"ko04140,ko04142,ko04145,ko04210,ko04612,ko05205,ko05323,ko05418,map04140,map04142,map04145,map04210,map04612,map05205,map05323,map05418",,
NODE_4136_length_3780_cov_100.287322_g2071_i0,"ko:K13411,ko:K13447,ko:K21424","ko04013,ko04016,ko04624,ko04626,map04013,map04016,map04624,map04626",,
NODE_41372_length_1346_cov_216.295297_g18938_i0,ko:K15382,,,
NODE_4137_length_3780_cov_66.585902_g2072_i0,ko:K12813,"ko03040,map03040",,
NODE_41380_length_1346_cov_73.031611_g18939_i0,ko:K05282,"ko00904,ko01100,ko01110,map00904,map01100,map01110",,"R03806,R03807,R05097,R06322,R06323,R06326"
NODE_41395_length_1346_cov_5.255975_g18946_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_41407_length_1345_cov_194.695988_g17674_i2,ko:K13081,"ko00941,ko01110,map00941,map01110",,"R06532,R06533,R06615"
NODE_41408_length_1345_cov_146.275463_g18952_i0,ko:K17278,,,
NODE_41410_length_1345_cov_119.614198_g11617_i1,ko:K21751,,,
NODE_41411_length_1345_cov_103.051698_g18953_i0,ko:K02897,"ko03010,map03010",M00178,
NODE_41416_length_1345_cov_56.496914_g18956_i0,ko:K01056,,,
NODE_41423_length_1345_cov_25.851852_g17468_i1,ko:K13447,"ko04016,ko04626,map04016,map04626",,
NODE_4142_length_3778_cov_177.249128_g1814_i2,ko:K15172,,,
NODE_41439_length_1344_cov_2942.545174_g13587_i2,"ko:K02932,ko:K03327","ko03010,map03010",M00177,
NODE_41453_length_1344_cov_148.674903_g9623_i1,ko:K13523,"ko00561,ko00564,ko01100,ko01110,ko04072,map00561,map00564,map01100,map01110,map04072",M00089,"R02241,R09034,R09381"
NODE_41458_length_1344_cov_51.325869_g18976_i0,"ko:K15078,ko:K19613","ko03460,ko04014,map03460,map04014",,
NODE_41461_length_1344_cov_28.673359_g18978_i0,ko:K16292,,,
NODE_41469_length_1344_cov_2.986873_g18984_i0,ko:K19613,"ko04014,map04014",,
NODE_4146_length_3777_cov_275.768240_g2079_i0,ko:K12828,"ko03040,map03040",M00352,
NODE_41471_length_1343_cov_473.870170_g18985_i0,ko:K14396,"ko03015,ko05164,map03015,map05164",,
NODE_41476_length_1343_cov_282.539413_g9708_i2,ko:K03245,"ko03013,map03013",,
NODE_41480_length_1343_cov_206.666151_g18987_i0,ko:K00891,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R02412
NODE_4149_length_3777_cov_8.873122_g2081_i0,ko:K00696,"ko00500,ko01100,map00500,map01100",,R00766
NODE_41512_length_1342_cov_120.655066_g18998_i0,ko:K13173,,,
NODE_41516_length_1342_cov_80.442382_g11204_i2,ko:K12900,"ko03040,map03040",,
NODE_4151_length_3776_cov_36.180306_g1956_i1,ko:K01537,,,
NODE_4152_length_3775_cov_168.609232_g1106_i1,ko:K10624,,,
NODE_41534_length_1342_cov_5.987626_g19011_i0,ko:K04125,"ko00904,ko01110,map00904,map01110",,"R03008,R03809,R06337,R06338"
NODE_41538_length_1342_cov_4.240526_g19015_i0,ko:K03327,,,
NODE_41543_length_1342_cov_3.759474_g19019_i0,ko:K11126,"ko05165,ko05166,ko05200,ko05225,ko05226,map05165,map05166,map05200,map05225,map05226",,
NODE_41546_length_1341_cov_362.681115_g19022_i0,ko:K05747,"ko04062,ko04144,ko04520,ko04530,ko04666,ko04810,ko05100,ko05130,ko05131,ko05132,ko05231,map04062,map04144,map04520,map04530,map04666,map04810,map05100,map05130,map05131,map05132,map05231",,
NODE_41553_length_1341_cov_95.359133_g19026_i0,ko:K00640,"ko00270,ko00920,ko01100,ko01110,ko01120,ko01200,ko01230,ko05111,map00270,map00920,map01100,map01110,map01120,map01200,map01230,map05111",M00021,R00586
NODE_41555_length_1341_cov_79.482972_g7091_i1,ko:K20723,"ko05010,map05010",,
NODE_41557_length_1341_cov_72.943498_g19028_i0,ko:K13082,"ko00941,ko01100,ko01110,map00941,map01100,map01110",M00138,"R03123,R03636,R04901,R05038,R06610,R07998,R07999"
NODE_41561_length_1341_cov_34.963622_g19031_i0,ko:K13397,"ko00950,ko01110,map00950,map01110",,R03835
NODE_41574_length_1340_cov_1750.020914_g4176_i1,ko:K12382,"ko04142,map04142",,
NODE_41575_length_1340_cov_1200.253292_g13892_i1,ko:K03098,,,
NODE_41577_length_1340_cov_829.894655_g19039_i0,ko:K02730,"ko03050,map03050","M00337,M00340",
NODE_41579_length_1340_cov_455.151820_g4359_i2,ko:K08511,,,
NODE_4157_length_3774_cov_58.673289_g2085_i0,ko:K14293,"ko03013,map03013",,
NODE_41592_length_1340_cov_54.198296_g19045_i0,ko:K08486,"ko04130,ko04721,map04130,map04721",,
NODE_41596_length_1340_cov_31.071263_g19047_i0,ko:K13280,"ko03060,map03060",,
NODE_4159_length_3774_cov_15.435973_g2087_i0,"ko:K07055,ko:K15450",,,
NODE_41603_length_1340_cov_5.785438_g19052_i0,ko:K19613,"ko04014,map04014",,
NODE_4160_length_3773_cov_409.011010_g2088_i0,ko:K08869,,,
NODE_41614_length_1339_cov_733.531008_g19060_i0,ko:K02135,"ko00190,ko01100,ko04714,ko05010,ko05012,ko05016,map00190,map01100,map04714,map05010,map05012,map05016",M00158,
NODE_41615_length_1339_cov_685.135659_g11927_i2,ko:K03386,"ko04214,map04214",,
NODE_4161_length_3772_cov_111.013430_g2089_i0,ko:K01595,"ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200","M00168,M00170,M00171,M00172,M00173,M00346,M00374",R00345
